Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Act 7:23  ὡς@cs δέ@cc πληρόω@viip3s αὐτός@rpdms τεσσερακονταετής@annmsn χρόνος@nnmsc ἀναβαίνω@viaa3s ἐπί@pa ὁ@dafs καρδία@nafsc αὐτός@rpgms ἐπισκέπτομαι@vnam ὁ@damp ἀδελφός@nampc αὐτός@rpgms ὁ@damp υἱός@nampc Ἰσραήλ@ngmsp 
Act 7:24  καί@cc ὁράω@vpaanms τὶς@riams ἀδικέω@vpppams ἀμύνομαι@viam3s καί@cc ποιέω@viaa3s ἐκδίκησις@nafsc ὁ@ddms καταπονέω@vpppdms πατάσσω@vpaanms ὁ@dams Αἰγύπτιος@anamsn 
Act 7:25  νομίζω@viia3s δέ@cc συνίημι@vnpa ὁ@damp ἀδελφός@nampc αὐτός@rpgms ὅτι@cs ὁ@dnms θεός@nnmsc διά@pg χείρ@ngfsc αὐτός@rpgms δίδωμι@vipa3s σωτηρία@nafsc αὐτός@rpdmp ὁ@dnmp δέ@cc οὐ@b συνίημι@viaa3p 
Act 7:26  ὁ@ddfs τέ@cc ἔπειμι@vppadfs ἡμέρα@ndfsc ὁράω@viap3s αὐτός@rpdmp μάχομαι@vppmdmp καί@cc συναλλάσσω@viia3s αὐτός@rpamp εἰς@pa εἰρήνη@nafsc λέγω@vpaanms ἀνήρ@nvmpc ἀδελφός@nnmpc εἰμί@vipa2p ἱνατί@b ἀδικέω@vipa2p ἀλλήλων@reamp 
Act 7:27  ὁ@dnms δέ@cc ἀδικέω@vppanms ὁ@dams πλησίον@b ἀπωθέω@viam3s αὐτός@rpams λέγω@vpaanms τίς@rqnms σύ@rpa-s καθίστημι@viaa3s ἄρχων@namsc καί@cc δικαστής@namsc ἐπί@pg ἐγώ@rpg-p 
Act 7:28  μή@x ἀναιρέω@vnaa ἐγώ@rpa-s σύ@rpn-s θέλω@vipa2s ὅς@rrams τρόπος@namsc ἀναιρέω@viaa2s ἐχθές@b ὁ@dams Αἰγύπτιος@anamsn 
Act 7:29  φεύγω@viaa3s δέ@cc Μωϋσῆς@nnmsp ἐν@pd ὁ@ddms λόγος@ndmsc οὗτος@rddms καί@cc γίνομαι@viam3s πάροικος@annmsn ἐν@pd γῆ@ndfsc Μαδιάμ@ngmsp ὅς@b γεννάω@viaa3s υἱός@nampc δύο@acampn 
Act 7:30  καί@cc πληρόω@vpapgnp ἔτος@ngnpc τεσσεράκοντα@ac---n ὁράω@viap3s αὐτός@rpdms ἐν@pd ὁ@ddfs ἔρημος@ndfsc ὁ@dgns ὄρος@ngnsc Σινᾶ@ngnsp ἄγγελος@nnmsc ἐν@pd φλόξ@ndfsc πῦρ@ngnsc βάτος@ngfsc 
Act 7:31  ὁ@dnms δέ@cc Μωϋσῆς@nnmsp ὁράω@vpaanms θαυμάζω@viia3s ὁ@dans ὅραμα@nansc προσέρχομαι@vppmgms δέ@cc αὐτός@rpgms κατανοέω@vnaa γίνομαι@viam3s φωνή@nnfsc κύριος@ngmsc 
Act 7:32  ἐγώ@rpn-s ὁ@dnms θεός@nnmsc ὁ@dgmp πατήρ@ngmpc σύ@rpg-s ὁ@dnms θεός@nnmsc Ἀβραάμ@ngmsp καί@cc Ἰσαάκ@ngmsp καί@cc Ἰακώβ@ngmsp ἔντρομος@annmsn δέ@cc γίνομαι@vpamnms Μωϋσῆς@nnmsp οὐ@b τολμάω@viia3s κατανοέω@vnaa 
Act 7:33  λέγω@viaa3s δέ@cc αὐτός@rpdms ὁ@dnms κύριος@nnmsc λύω@vdaa2s ὁ@dans ὑπόδημα@nansc ὁ@dgmp πούς@ngmpc σύ@rpg-s ὁ@dnms γάρ@cc τόπος@nnmsc ἐπί@pd ὅς@rrdms ἵστημι@vixa2s γῆ@nnfsc ἅγιος@annfsn εἰμί@vipa3s 
Act 7:34  ὁράω@vpaanms ὁράω@viaa1s ὁ@dafs κάκωσις@nafsc ὁ@dgms λαός@ngmsc ἐγώ@rpg-s ὁ@dgms ἐν@pd Αἴγυπτος@ndfsp καί@cc ὁ@dgms στεναγμός@ngmsc αὐτός@rpgmp ἀκούω@viaa1s καί@cc καταβαίνω@viaa1s ἐξαιρέω@vnam αὐτός@rpamp καί@cc νῦν@b δεῦρο@b ἀποστέλλω@vsaa1s σύ@rpa-s εἰς@pa Αἴγυπτος@nafsp 
Act 7:35  οὗτος@rdams ὁ@dams Μωϋσῆς@namsp ὅς@rrams ἀρνέομαι@viam3p λέγω@vpaanmp τίς@rqnms σύ@rpa-s καθίστημι@viaa3s ἄρχων@namsc καί@cc δικαστής@namsc οὗτος@rdams ὁ@dnms θεός@nnmsc καί@cc ἄρχων@namsc καί@cc λυτρωτής@namsc ἀποστέλλω@vixa3s σύν@pd χείρ@ndfsc ἄγγελος@ngmsc ὁ@dgms ὁράω@vpapgms αὐτός@rpdms ἐν@pd ὁ@ddfs βάτος@ndfsc 
Act 7:36  οὗτος@rdnms ἐξάγω@viaa3s αὐτός@rpamp ποιέω@vpaanms τέρας@nanpc καί@cc σημεῖον@nanpc ἐν@pd γῆ@ndfsc Αἴγυπτος@ndfsp καί@cc ἐν@pd ἐρυθρός@andfsn θάλασσα@ndfsc καί@cc ἐν@pd ὁ@ddfs ἔρημος@ndfsc ἔτος@nanpc τεσσεράκοντα@ac---n 
Act 7:37  οὗτος@rdnms εἰμί@vipa3s ὁ@dnms Μωϋσῆς@nnmsp ὁ@dnms λέγω@vpaanms ὁ@ddmp υἱός@ndmpc Ἰσραήλ@ngmsp προφήτης@namsc σύ@rpd-p ἀνίστημι@vifa3s ὁ@dnms θεός@nnmsc ἐκ@pg ὁ@dgmp ἀδελφός@ngmpc σύ@rpg-p ὡς@cs ἐγώ@rpa-s 
Act 7:38  οὗτος@rdnms εἰμί@vipa3s ὁ@dnms γίνομαι@vpamnms ἐν@pd ὁ@ddfs ἐκκλησία@ndfsc ἐν@pd ὁ@ddfs ἔρημος@ndfsc μετά@pg ὁ@dgms ἄγγελος@ngmsc ὁ@dgms λαλέω@vppagms αὐτός@rpdms ἐν@pd ὁ@ddns ὄρος@ndnsc Σινᾶ@ndnsp καί@cc ὁ@dgmp πατήρ@ngmpc ἐγώ@rpg-p ὅς@rrnms δέχομαι@viam3s λόγιον@nanpc ζάω@vppaanp δίδωμι@vnaa ἐγώ@rpd-p 
Act 7:39  ὅς@rrdms οὐ@b θέλω@viaa3p ὑπήκοος@annmpn γίνομαι@vnam ὁ@dnmp πατήρ@nnmpc ἐγώ@rpg-p ἀλλά@cc ἀπωθέω@viam3p καί@cc στρέφω@viap3p ἐν@pd ὁ@ddfp καρδία@ndfpc αὐτός@rpgmp εἰς@pa Αἴγυπτος@nafsp 
Act 7:40  λέγω@vpaanmp ὁ@ddms Ἀαρών@ndmsp ποιέω@vdaa2s ἐγώ@rpd-p θεός@nampc ὅς@rrnmp προπορεύομαι@vifm3p ἐγώ@rpg-p ὁ@dnms γάρ@cc Μωϋσῆς@nnmsp οὗτος@rdnms ὅς@rrnms ἐξάγω@viaa3s ἐγώ@rpa-p ἐκ@pg γῆ@ngfsc Αἴγυπτος@ngfsp οὐ@b οἶδα@vixa1p τίς@rqnns γίνομαι@viam3s αὐτός@rpdms 
Act 7:41  καί@cc μοσχοποιέω@viaa3p ἐν@pd ὁ@ddfp ἡμέρα@ndfpc ἐκεῖνος@rddfp καί@cc ἀνάγω@viaa3p θυσία@nafsc ὁ@ddns εἴδωλον@ndnsc καί@cc εὐφραίνω@viip3p ἐν@pd ὁ@ddnp ἔργον@ndnpc ὁ@dgfp χείρ@ngfpc αὐτός@rpgmp 
Act 7:42  στρέφω@viaa3s δέ@cc ὁ@dnms θεός@nnmsc καί@cc παραδίδωμι@viaa3s αὐτός@rpamp λατρεύω@vnpa ὁ@ddfs στρατιά@ndfsc ὁ@dgms οὐρανός@ngmsc καθώς@cs γράφω@vixp3s ἐν@pd βίβλος@ndfsc ὁ@dgmp προφήτης@ngmpc μή@x σφάγιον@nanpc καί@cc θυσία@nafpc προσφέρω@viaa2p ἐγώ@rpd-s ἔτος@nanpc τεσσεράκοντα@ac---n ἐν@pd ὁ@ddfs ἔρημος@ndfsc οἶκος@nnmsc Ἰσραήλ@ngmsp 
Act 7:43  καί@cc ἀναλαμβάνω@viaa2p ὁ@dafs σκηνή@nafsc ὁ@dgms Μολόχ@ngmsp καί@cc ὁ@dans ἄστρον@nansc ὁ@dgms θεός@ngmsc σύ@rpg-p Ῥαιφάν@ngmsp ὁ@damp τύπος@nampc ὅς@rramp ποιέω@viaa2p προσκυνέω@vnpa αὐτός@rpdmp καί@cc μετοικίζω@vifa1s σύ@rpa-p ἐπέκεινα@pg Βαβυλών@ngfsp 
Act 7:44  ὁ@dnfs σκηνή@nnfsc ὁ@dgns μαρτύριον@ngnsc εἰμί@viia3s ὁ@ddmp πατήρ@ndmpc ἐγώ@rpg-p ἐν@pd ὁ@ddfs ἔρημος@ndfsc καθώς@cs διατάσσω@viam3s ὁ@dnms λαλέω@vppanms ὁ@ddms Μωϋσῆς@ndmsp ποιέω@vnaa αὐτός@rpafs κατά@pa ὁ@dams τύπος@namsc ὅς@rrams ὁράω@viya3s 
Act 7:45  ὅς@rrafs καί@b εἰσάγω@viaa3p διαδέχομαι@vpamnmp ὁ@dnmp πατήρ@nnmpc ἐγώ@rpg-p μετά@pg Ἰησοῦς@ngmsp ἐν@pd ὁ@ddfs κατάσχεσις@ndfsc ὁ@dgnp ἔθνος@ngnpc ὅς@rrgnp ἐξωθέω@viaa3s ὁ@dnms θεός@nnmsc ἀπό@pg πρόσωπον@ngnsc ὁ@dgmp πατήρ@ngmpc ἐγώ@rpg-p ἕως@pg ὁ@dgfp ἡμέρα@ngfpc Δαυίδ@ngmsp 
Act 7:46  ὅς@rrnms εὑρίσκω@viaa3s χάρις@nafsc ἐνώπιον@pg ὁ@dgms θεός@ngmsc καί@cc αἰτέω@viam3s εὑρίσκω@vnaa σκήνωμα@nansc ὁ@ddms οἶκος@ndmsc Ἰακώβ@ngmsp 
Act 7:47  Σολομών@nnmsp δέ@cc οἰκοδομέω@viaa3s αὐτός@rpdms οἶκος@namsc 
Act 7:48  ἀλλά@cc οὐ@b ὁ@dnms ὕψιστος@annmss ἐν@pd χειροποίητος@andmpn κατοικέω@vipa3s καθώς@cs ὁ@dnms προφήτης@nnmsc λέγω@vipa3s 
Act 7:49  ὁ@dnms οὐρανός@nnmsc ἐγώ@rpd-s θρόνος@nnmsc ὁ@dnfs δέ@cc γῆ@nnfsc ὑποπόδιον@nnnsc ὁ@dgmp πούς@ngmpc ἐγώ@rpg-s ποῖος@aqamsn οἶκος@namsc οἰκοδομέω@vifa2p ἐγώ@rpd-s λέγω@vipa3s κύριος@nnmsc ἤ@cc τίς@aqnmsn τόπος@nnmsc ὁ@dgfs κατάπαυσις@ngfsc ἐγώ@rpg-s 
Act 7:50  οὐχί@b ὁ@dnfs χείρ@nnfsc ἐγώ@rpg-s ποιέω@viaa3s οὗτος@rdanp πᾶς@aianpn 
Act 7:51  σκληροτράχηλος@anvmpn καί@cc ἀπερίτμητος@anvmpn καρδία@ndfpc καί@cc ὁ@ddnp οὖς@ndnpc σύ@rpn-p ἀεί@b ὁ@ddns πνεῦμα@ndnsc ὁ@ddns ἅγιος@andnsn ἀντιπίπτω@vipa2p ὡς@cs ὁ@dnmp πατήρ@nnmpc σύ@rpg-p καί@b σύ@rpn-p 
Act 7:52  τίς@rqams ὁ@dgmp προφήτης@ngmpc οὐ@b διώκω@viaa3p ὁ@dnmp πατήρ@nnmpc σύ@rpg-p καί@cc ἀποκτείνω@viaa3p ὁ@damp προκαταγγέλλω@vpaaamp περί@pg ὁ@dgfs ἔλευσις@ngfsc ὁ@dgms δίκαιος@angmsn ὅς@rrgms νῦν@b σύ@rpn-p προδότης@nnmpc καί@cc φονεύς@nnmpc γίνομαι@viam2p 
Act 7:53  ὅστις@rrnmp λαμβάνω@viaa2p ὁ@dams νόμος@namsc εἰς@pa διαταγή@nafpc ἄγγελος@ngmpc καί@cc οὐ@b φυλάσσω@viaa2p 
Act 7:54  ἀκούω@vppanmp δέ@cc οὗτος@rdanp διαπρίω@viip3p ὁ@ddfp καρδία@ndfpc αὐτός@rpgmp καί@cc βρύχω@viia3p ὁ@damp ὀδούς@nampc ἐπί@pa αὐτός@rpams 
Act 7:55  ὑπάρχω@vppanms δέ@cc πλήρης@annmsn πνεῦμα@ngnsc ἅγιος@angnsn ἀτενίζω@vpaanms εἰς@pa ὁ@dams οὐρανός@namsc ὁράω@viaa3s δόξα@nafsc θεός@ngmsc καί@cc Ἰησοῦς@namsp ἵστημι@vpxaams ἐκ@pg δεξιός@angnpn ὁ@dgms θεός@ngmsc 
Act 7:56  καί@cc λέγω@viaa3s ἰδού@i θεωρέω@vipa1s ὁ@damp οὐρανός@nampc διανοίγω@vpxpamp καί@cc ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc ἐκ@pg δεξιός@angnpn ἵστημι@vpxaams ὁ@dgms θεός@ngmsc 
Act 7:57  κράζω@vpaanmp δέ@cc φωνή@ndfsc μέγας@andfsn συνέχω@viaa3p ὁ@danp οὖς@nanpc αὐτός@rpgmp καί@cc ὁρμάω@viaa3p ὁμοθυμαδόν@b ἐπί@pa αὐτός@rpams 
Act 7:58  καί@cc ἐκβάλλω@vpaanmp ἔξω@pg ὁ@dgfs πόλις@ngfsc λιθοβολέω@viia3p καί@cc ὁ@dnmp μάρτυς@nnmpc ἀποτίθημι@viam3p ὁ@danp ἱμάτιον@nanpc αὐτός@rpgmp παρά@pa ὁ@damp πούς@nampc νεανίας@ngmsc καλέω@vpppgms Σαῦλος@ngmsp 
Act 7:59  καί@cc λιθοβολέω@viia3p ὁ@dams Στέφανος@namsp ἐπικαλέω@vppmams καί@cc λέγω@vppaams κύριος@nvmsc Ἰησοῦς@nvmsp δέχομαι@vdam2s ὁ@dans πνεῦμα@nansc ἐγώ@rpg-s 
Act 7:60  τίθημι@vpaanms δέ@cc ὁ@danp γόνυ@nanpc κράζω@viaa3s φωνή@ndfsc μέγας@andfsn κύριος@nvmsc μή@x ἵστημι@vsaa2s αὐτός@rpdmp οὗτος@rdafs ὁ@dafs ἁμαρτία@nafsc καί@cc οὗτος@rdans λέγω@vpaanms κοιμάομαι@viap3s 
Act 8:1  Σαῦλος@nnmsp δέ@cc εἰμί@viia3s συνευδοκέω@vppanms ὁ@ddfs ἀναίρεσις@ndfsc αὐτός@rpgms γίνομαι@viam3s δέ@cc ἐν@pd ἐκεῖνος@rddfs ὁ@ddfs ἡμέρα@ndfsc διωγμός@nnmsc μέγας@annmsn ἐπί@pa ὁ@dafs ἐκκλησία@nafsc ὁ@dafs ἐν@pd Ἱεροσόλυμα@ndnpp πᾶς@ainmpn δέ@cc διασπείρω@viap3p κατά@pa ὁ@dafp χώρα@nafpc ὁ@dgfs Ἰουδαία@ngfsp καί@cc Σαμάρεια@ngfsp πλήν@pg ὁ@dgmp ἀπόστολος@ngmpc 
Act 8:2  συγκομίζω@viaa3p δέ@cc ὁ@dams Στέφανος@namsp ἀνήρ@nnmpc εὐλαβής@annmpn καί@cc ποιέω@viaa3p κοπετός@namsc μέγας@anamsn ἐπί@pd αὐτός@rpdms 
Act 8:3  Σαῦλος@nnmsp δέ@cc λυμαίνω@viim3s ὁ@dafs ἐκκλησία@nafsc κατά@pa ὁ@damp οἶκος@nampc εἰσπορεύομαι@vppmnms σύρω@vppanms τέ@cc ἀνήρ@nampc καί@cc γυνή@nafpc παραδίδωμι@viia3s εἰς@pa φυλακή@nafsc 
Act 8:4  ὁ@dnmp μέν@x οὖν@cc διασπείρω@vpapnmp διέρχομαι@viaa3p εὐαγγελίζω@vppmnmp ὁ@dams λόγος@namsc 
Act 8:5  Φίλιππος@nnmsp δέ@cc κατέρχομαι@vpaanms εἰς@pa ὁ@dafs πόλις@nafsc ὁ@dgfs Σαμάρεια@ngfsp κηρύσσω@viia3s αὐτός@rpdmp ὁ@dams Χριστός@namsp 
Act 8:6  προσέχω@viia3p δέ@cc ὁ@dnmp ὄχλος@nnmpc ὁ@ddnp λέγω@vpppdnp ὑπό@pg ὁ@dgms Φίλιππος@ngmsp ὁμοθυμαδόν@b ἐν@pd ὁ@ddns ἀκούω@vnpa αὐτός@rpamp καί@cc βλέπω@vnpa ὁ@danp σημεῖον@nanpc ὅς@rranp ποιέω@viia3s 
Act 8:7  πολύς@annmpn γάρ@cc ὁ@dgmp ἔχω@vppagmp πνεῦμα@nanpc ἀκάθαρτος@ananpn βοάω@vppaanp φωνή@ndfsc μέγας@andfsn ἐξέρχομαι@viim3p πολύς@annmpn δέ@cc παραλύω@vpxpnmp καί@cc χωλός@annmpn θεραπεύω@viap3p 
Act 8:8  γίνομαι@viam3s δέ@cc πολύς@annfsn χαρά@nnfsc ἐν@pd ὁ@ddfs πόλις@ndfsc ἐκεῖνος@rddfs 
Act 8:9  ἀνήρ@nnmsc δέ@cc τὶς@ainmsn ὄνομα@ndnsc Σίμων@nnmsp προϋπάρχω@viia3s ἐν@pd ὁ@ddfs πόλις@ndfsc μαγεύω@vppanms καί@cc ἐξίστημι@vppanms ὁ@dans ἔθνος@nansc ὁ@dgfs Σαμάρεια@ngfsp λέγω@vppanms εἰμί@vnpa τὶς@riams ἑαυτοῦ@rxams μέγας@anamsn 
Act 8:10  ὅς@rrdms προσέχω@viia3p πᾶς@ainmpn ἀπό@pg μικρός@angmsn ἕως@pg μέγας@angmsn λέγω@vppanmp οὗτος@rdnms εἰμί@vipa3s ὁ@dnfs δύναμις@nnfsc ὁ@dgms θεός@ngmsc ὁ@dnfs καλέω@vpppnfs μέγας@annfsn 
Act 8:11  προσέχω@viia3p δέ@cc αὐτός@rpdms διά@pa ὁ@dans ἱκανός@andmsn χρόνος@ndmsc ὁ@ddfp μαγεία@ndfpc ἐξίστημι@vnxa αὐτός@rpamp 
Act 8:12  ὅτε@cs δέ@cc πιστεύω@viaa3p ὁ@ddms Φίλιππος@ndmsp εὐαγγελίζω@vppmdms περί@pg ὁ@dgfs βασιλεία@ngfsc ὁ@dgms θεός@ngmsc καί@cc ὁ@dgns ὄνομα@ngnsc Ἰησοῦς@ngmsp Χριστός@ngmsp βαπτίζω@viip3p ἀνήρ@nnmpc τέ@cc καί@cc γυνή@nnfpc 
Act 8:13  ὁ@dnms δέ@cc Σίμων@nnmsp καί@b αὐτός@rtnms πιστεύω@viaa3s καί@cc βαπτίζω@vpapnms εἰμί@viia3s προσκαρτερέω@vppanms ὁ@ddms Φίλιππος@ndmsp θεωρέω@vppanms τέ@cc σημεῖον@nanpc καί@cc δύναμις@nafpc μέγας@anafpn γίνομαι@vppmafp ἐξίστημι@viim3s 
Act 8:14  ἀκούω@vpaanmp δέ@cc ὁ@dnmp ἐν@pd Ἱεροσόλυμα@ndnpp ἀπόστολος@nnmpc ὅτι@cs δέχομαι@vixm3s ὁ@dnfs Σαμάρεια@nnfsp ὁ@dams λόγος@namsc ὁ@dgms θεός@ngmsc ἀποστέλλω@viaa3p πρός@pa αὐτός@rpamp Πέτρος@namsp καί@cc Ἰωάννης@namsp 
Act 8:15  ὅστις@rrnmp καταβαίνω@vpaanmp προσεύχομαι@viam3p περί@pg αὐτός@rpgmp ὅπως@cs λαμβάνω@vsaa3p πνεῦμα@nansc ἅγιος@anansn 
Act 8:16  οὐδέπω@b γάρ@cc εἰμί@viia3s ἐπί@pd οὐδείς@ridms αὐτός@rpgmp ἐπιπίπτω@vpxanns μόνος@b δέ@cc βαπτίζω@vpxpnmp ὑπάρχω@viia3p εἰς@pa ὁ@dans ὄνομα@nansc ὁ@dgms κύριος@ngmsc Ἰησοῦς@ngmsp 
Act 8:17  τότε@b ἐπιτίθημι@viia3p ὁ@dafp χείρ@nafpc ἐπί@pa αὐτός@rpamp καί@cc λαμβάνω@viia3p πνεῦμα@nansc ἅγιος@anansn 
Act 8:18  ὁράω@vpaanms δέ@cc ὁ@dnms Σίμων@nnmsp ὅτι@cs διά@pg ὁ@dgfs ἐπίθεσις@ngfsc ὁ@dgfp χείρ@ngfpc ὁ@dgmp ἀπόστολος@ngmpc δίδωμι@vipp3s ὁ@dnns πνεῦμα@nnnsc προσφέρω@viaa3s αὐτός@rpdmp χρῆμα@nanpc 
Act 8:19  λέγω@vppanms δίδωμι@vdaa2p καί+ἐγώ@b&rpd-s ὁ@dafs ἐξουσία@nafsc οὗτος@rdafs ἵνα@cs ὅς@rrdms ἐάν@x ἐπιτίθημι@vsaa1s ὁ@dafp χείρ@nafpc λαμβάνω@vspa3s πνεῦμα@nansc ἅγιος@anansn 
Act 8:20  Πέτρος@nnmsp δέ@cc λέγω@viaa3s πρός@pa αὐτός@rpams ὁ@dnns ἀργύριον@nnnsc σύ@rpg-s σύν@pd σύ@rpd-s εἰμί@vopa3s εἰς@pa ἀπώλεια@nafsc ὅτι@cs ὁ@dafs δωρεά@nafsc ὁ@dgms θεός@ngmsc νομίζω@viaa2s διά@pg χρῆμα@ngnpc κτάομαι@vnpm 
Act 8:21  οὐ@b εἰμί@vipa3s σύ@rpd-s μερίς@nnfsc οὐδέ@cc κλῆρος@nnmsc ἐν@pd ὁ@ddms λόγος@ndmsc οὗτος@rddms ὁ@dnfs γάρ@cc καρδία@nnfsc σύ@rpg-s οὐ@b εἰμί@vipa3s εὐθύς@annfsn ἔναντι@pg ὁ@dgms θεός@ngmsc 
Act 8:22  μετανοέω@vdaa2s οὖν@cc ἀπό@pg ὁ@dgfs κακία@ngfsc σύ@rpg-s οὗτος@rdgfs καί@cc δέομαι@vdap2s ὁ@dgms κύριος@ngmsc εἰ@x ἄρα@x ἀφίημι@vifp3s σύ@rpd-s ὁ@dnfs ἐπίνοια@nnfsc ὁ@dgfs καρδία@ngfsc σύ@rpg-s 
Act 8:23  εἰς@pa γάρ@cc χολή@nafsc πικρία@ngfsc καί@cc σύνδεσμος@namsc ἀδικία@ngfsc ὁράω@vipa1s σύ@rpa-s εἰμί@vppaams 
Act 8:24  ἀποκρίνομαι@vpapnms δέ@cc ὁ@dnms Σίμων@nnmsp λέγω@viaa3s δέομαι@vdap2p σύ@rpn-p ὑπέρ@pg ἐγώ@rpg-s πρός@pa ὁ@dams κύριος@namsc ὅπως@cs μηδείς@rinns ἐπέρχομαι@vsaa3s ἐπί@pa ἐγώ@rpa-s ὅς@rrgnp λέγω@vixa2p 
Act 8:25  ὁ@dnmp μέν@x οὖν@cc διαμαρτύρομαι@vpamnmp καί@cc λαλέω@vpaanmp ὁ@dams λόγος@namsc ὁ@dgms κύριος@ngmsc ὑποστρέφω@viia3p εἰς@pa Ἱεροσόλυμα@nanpp πολύς@anafpn τέ@cc κώμη@nafpc ὁ@dgmp Σαμαρίτης@ngmpp εὐαγγελίζω@viim3p 
Act 8:26  ἄγγελος@nnmsc δέ@cc κύριος@ngmsc λαλέω@viaa3s πρός@pa Φίλιππος@namsp λέγω@vppanms ἀνίστημι@vdaa2s καί@cc πορεύομαι@vdpm2s κατά@pa μεσημβρία@nafsc ἐπί@pa ὁ@dafs ὁδός@nafsc ὁ@dafs καταβαίνω@vppaafs ἀπό@pg Ἰερουσαλήμ@ngfsp εἰς@pa Γάζα@nafsp οὗτος@rdnfs εἰμί@vipa3s ἔρημος@annfsn 
Act 8:27  καί@cc ἀνίστημι@vpaanms πορεύομαι@viap3s καί@cc ἰδού@i ἀνήρ@nnmsc Αἰθίοψ@nnmsp εὐνοῦχος@nnmsc δυνάστης@nnmsc Κανδάκη@ngfsp βασίλισσα@ngfsc Αἰθίοψ@ngmpp ὅς@rrnms εἰμί@viia3s ἐπί@pg πᾶς@aigfsn ὁ@dgfs γάζα@ngfsc αὐτός@rpgfs ὅς@rrnms ἔρχομαι@viya3s προσκυνέω@vpfanms εἰς@pa Ἰερουσαλήμ@nafsp 
Act 8:28  εἰμί@viia3s τέ@cc ὑποστρέφω@vppanms καί@cc κάθημαι@vppmnms ἐπί@pg ὁ@dgns ἅρμα@ngnsc αὐτός@rpgms καί@cc ἀναγινώσκω@viia3s ὁ@dams προφήτης@namsc Ἠσαΐας@namsp 
Act 8:29  λέγω@viaa3s δέ@cc ὁ@dnns πνεῦμα@nnnsc ὁ@ddms Φίλιππος@ndmsp προσέρχομαι@vdaa2s καί@cc κολλάω@vdap2s ὁ@ddns ἅρμα@ndnsc οὗτος@rddns 
Act 8:30  προστρέχω@vpaanms δέ@cc ὁ@dnms Φίλιππος@nnmsp ἀκούω@viaa3s αὐτός@rpgms ἀναγινώσκω@vppagms Ἠσαΐας@namsp ὁ@dams προφήτης@namsc καί@cc λέγω@viaa3s ἆρα@x γέ@x γινώσκω@vipa2s ὅς@rranp ἀναγινώσκω@vipa2s 
Act 8:31  ὁ@dnms δέ@cc λέγω@viaa3s πῶς@b γάρ@cc ἄν@x δύναμαι@vopm1s ἐάν@cs μή@x τὶς@rinms ὁδηγέω@vifa3s ἐγώ@rpa-s παρακαλέω@viaa3s τέ@cc ὁ@dams Φίλιππος@namsp ἀναβαίνω@vpaaams καθίζω@vnaa σύν@pd αὐτός@rpdms 
Act 8:32  ὁ@dnfs δέ@cc περιοχή@nnfsc ὁ@dgfs γραφή@ngfsc ὅς@rrafs ἀναγινώσκω@viia3s εἰμί@viia3s οὗτος@rdnfs ὡς@cs πρόβατον@nnnsc ἐπί@pa σφαγή@nafsc ἄγω@viap3s καί@cc ὡς@cs ἀμνός@nnmsc ἐναντίον@pg ὁ@dgms κείρω@vpaagms αὐτός@rpams ἄφωνος@annmsn οὕτως@b οὐ@b ἀνοίγω@vipa3s ὁ@dans στόμα@nansc αὐτός@rpgms 
Act 8:33  ἐν@pd ὁ@ddfs ταπείνωσις@ndfsc αὐτός@rpgms ὁ@dnfs κρίσις@nnfsc αὐτός@rpgms αἴρω@viap3s ὁ@dafs γενεά@nafsc αὐτός@rpgms τίς@rqnms διηγέομαι@vifm3s ὅτι@cs αἴρω@vipp3s ἀπό@pg ὁ@dgfs γῆ@ngfsc ὁ@dnfs ζωή@nnfsc αὐτός@rpgms 
Act 8:34  ἀποκρίνομαι@vpapnms δέ@cc ὁ@dnms εὐνοῦχος@nnmsc ὁ@ddms Φίλιππος@ndmsp λέγω@viaa3s δέομαι@vipm1s σύ@rpg-s περί@pg τίς@rqgms ὁ@dnms προφήτης@nnmsc λέγω@vipa3s οὗτος@rdans περί@pg ἑαυτοῦ@rxgms ἤ@cc περί@pg ἕτερος@aigmsn τὶς@rigms 
Act 8:35  ἀνοίγω@vpaanms δέ@cc ὁ@dnms Φίλιππος@nnmsp ὁ@dans στόμα@nansc αὐτός@rpgms καί@cc ἄρχω@vpamnms ἀπό@pg ὁ@dgfs γραφή@ngfsc οὗτος@rdgfs εὐαγγελίζω@viam3s αὐτός@rpdms ὁ@dams Ἰησοῦς@namsp 
Act 8:36  ὡς@cs δέ@cc πορεύομαι@viim3p κατά@pa ὁ@dafs ὁδός@nafsc ἔρχομαι@viaa3p ἐπί@pa τὶς@aiansn ὕδωρ@nansc καί@cc φημί@vipa3s ὁ@dnms εὐνοῦχος@nnmsc ἰδού@i ὕδωρ@nnnsc τίς@rqnns κωλύω@vipa3s ἐγώ@rpa-s βαπτίζω@vnap 
Act 8:37  
Act 8:38  καί@cc κελεύω@viaa3s ἵστημι@vnaa ὁ@dans ἅρμα@nansc καί@cc καταβαίνω@viaa3p ἀμφότεροι@annmpn εἰς@pa ὁ@dans ὕδωρ@nansc ὁ@dnms τέ@cc Φίλιππος@nnmsp καί@cc ὁ@dnms εὐνοῦχος@nnmsc καί@cc βαπτίζω@viaa3s αὐτός@rpams 
