Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Mat 18:7  οὐαί@i ὁ@ddms κόσμος@ndmsc ἀπό@pg ὁ@dgnp σκάνδαλον@ngnpc ἀνάγκη@nnfsc γάρ@cc ἔρχομαι@vnaa ὁ@danp σκάνδαλον@nanpc πλήν@cc οὐαί@i ὁ@ddms ἄνθρωπος@ndmsc διά@pg ὅς@rrgms ὁ@dnns σκάνδαλον@nnnsc ἔρχομαι@vipm3s 
Mat 18:8  εἰ@cs δέ@cc ὁ@dnfs χείρ@nnfsc σύ@rpg-s ἤ@cc ὁ@dnms πούς@nnmsc σύ@rpg-s σκανδαλίζω@vipa3s σύ@rpa-s ἐκκόπτω@vdaa2s αὐτός@rpams καί@cc βάλλω@vdaa2s ἀπό@pg σύ@rpg-s καλός@annnsn σύ@rpd-s εἰμί@vipa3s εἰσέρχομαι@vnaa εἰς@pa ὁ@dafs ζωή@nafsc κυλλός@anamsn ἤ@cc χωλός@anamsn ἤ@cc δύο@acafpn χείρ@nafpc ἤ@cc δύο@acampn πούς@nampc ἔχω@vppaams βάλλω@vnap εἰς@pa ὁ@dans πῦρ@nansc ὁ@dans αἰώνιος@anansn 
Mat 18:9  καί@cc εἰ@cs ὁ@dnms ὀφθαλμός@nnmsc σύ@rpg-s σκανδαλίζω@vipa3s σύ@rpa-s ἐξαιρέω@vdaa2s αὐτός@rpams καί@cc βάλλω@vdaa2s ἀπό@pg σύ@rpg-s καλός@annnsn σύ@rpd-s εἰμί@vipa3s μονόφθαλμος@anamsn εἰς@pa ὁ@dafs ζωή@nafsc εἰσέρχομαι@vnaa ἤ@cc δύο@acampn ὀφθαλμός@nampc ἔχω@vppaams βάλλω@vnap εἰς@pa ὁ@dafs γέεννα@nafsc ὁ@dgns πῦρ@ngnsc 
Mat 18:10  ὁράω@vdpa2p μή@x καταφρονέω@vsaa2p εἷς@acgmsn/acgnsn ὁ@dgmp/dgnp μικρός@angmpn/angnpn οὗτος@rdgmp/rdgnp λέγω@vipa1s γάρ@cc σύ@rpd-p ὅτι@cs ὁ@dnmp ἄγγελος@nnmpc αὐτός@rpgmp ἐν@pd οὐρανός@ndmpc διά@pg πᾶς@aignsn βλέπω@vipa3p ὁ@dans πρόσωπον@nansc ὁ@dgms πατήρ@ngmsc ἐγώ@rpg-s ὁ@dgms ἐν@pd οὐρανός@ndmpc 
Mat 18:11  
Mat 18:12  τίς@rqnns σύ@rpd-p δοκέω@vipa3s ἐάν@cs γίνομαι@vsam3s τὶς@aidmsn ἄνθρωπος@ndmsc ἑκατόν@ac---n πρόβατον@nnnpc καί@cc πλανάω@vsap3s εἷς@acnnsn ἐκ@pg αὐτός@rpgnp οὐχί@b ἀφίημι@vifa3s ὁ@danp ἐνενήκοντα@ac---n ἐννέα@ac---n ἐπί@pa ὁ@danp ὄρος@nanpc καί@cc πορεύομαι@vpapnms ζητέω@vipa3s ὁ@dans πλανάω@vpppans 
Mat 18:13  καί@cc ἐάν@cs γίνομαι@vsam3s εὑρίσκω@vnaa αὐτός@rpans ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs χαίρω@vipa3s ἐπί@pd αὐτός@rpdns μᾶλλον@b ἤ@cc ἐπί@pd ὁ@ddnp ἐνενήκοντα@ac---n ἐννέα@ac---n ὁ@ddnp μή@x πλανάω@vpxpdnp 
Mat 18:14  οὕτως@b οὐ@b εἰμί@vipa3s θέλημα@nnnsc ἔμπροσθεν@pg ὁ@dgms πατήρ@ngmsc σύ@rpg-p ὁ@dgms ἐν@pd οὐρανός@ndmpc ἵνα@cs ἀπόλλυμι@vsam3s εἷς@acnnsn ὁ@dgnp μικρός@angnpn οὗτος@rdgnp 
Mat 18:15  ἐάν@cs δέ@cc ἁμαρτάνω@vsaa3s εἰς@pa σύ@rpa-s ὁ@dnms ἀδελφός@nnmsc σύ@rpg-s ὑπάγω@vdpa2s ἐλέγχω@vdaa2s αὐτός@rpams μεταξύ@pg σύ@rpg-s καί@cc αὐτός@rpgms μόνος@angmsn ἐάν@cs σύ@rpg-s ἀκούω@vsaa3s κερδαίνω@viaa2s ὁ@dams ἀδελφός@namsc σύ@rpg-s 
Mat 18:16  ἐάν@cs δέ@cc μή@x ἀκούω@vsaa3s παραλαμβάνω@vdaa2s μετά@pg σύ@rpg-s ἔτι@b εἷς@acamsn ἤ@cc δύο@acampn ἵνα@cs ἐπί@pg στόμα@ngnsc δύο@acgmpn μάρτυς@ngmpc ἤ@cc τρεῖς@acgmpn ἵστημι@vsap3s πᾶς@ainnsn ῥῆμα@nnnsc 
Mat 18:17  ἐάν@cs δέ@cc παρακούω@vsaa3s αὐτός@rpgmp λέγω@vdaa2s ὁ@ddfs ἐκκλησία@ndfsc ἐάν@cs δέ@cc καί@b ὁ@dgfs ἐκκλησία@ngfsc παρακούω@vsaa3s εἰμί@vdpa3s σύ@rpd-s ὥσπερ@cs ὁ@dnms ἐθνικός@annmsn καί@cc ὁ@dnms τελώνης@nnmsc 
Mat 18:18  ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅσος@rranp ἐάν@x δέω@vsaa2p ἐπί@pg ὁ@dgfs γῆ@ngfsc εἰμί@vifm3s δέω@vpxpnnp ἐν@pd οὐρανός@ndmsc καί@cc ὅσος@rranp ἐάν@x λύω@vsaa2p ἐπί@pg ὁ@dgfs γῆ@ngfsc εἰμί@vifm3s λύω@vpxpnnp ἐν@pd οὐρανός@ndmsc 
Mat 18:19  πάλιν@b ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs ἐάν@cs δύο@acnmpn συμφωνέω@vsaa3p ἐκ@pg σύ@rpg-p ἐπί@pg ὁ@dgfs γῆ@ngfsc περί@pg πᾶς@aignsn πρᾶγμα@ngnsc ὅς@rrgns ἐάν@x αἰτέω@vsam3p γίνομαι@vifm3s αὐτός@rpdmp παρά@pg ὁ@dgms πατήρ@ngmsc ἐγώ@rpg-s ὁ@dgms ἐν@pd οὐρανός@ndmpc 
Mat 18:20  ὅς@b γάρ@cc εἰμί@vipa3p δύο@acnmpn ἤ@cc τρεῖς@acnmpn συνάγω@vpxpnmp εἰς@pa ὁ@dans ἐμός@asansn ὄνομα@nansc ἐκεῖ@b εἰμί@vipa1s ἐν@pd μέσος@andnsn αὐτός@rpgmp 
Mat 18:21  τότε@b προσέρχομαι@vpaanms ὁ@dnms Πέτρος@nnmsp λέγω@viaa3s αὐτός@rpdms κύριος@nvmsc ποσάκις@b ἁμαρτάνω@vifa3s εἰς@pa ἐγώ@rpa-s ὁ@dnms ἀδελφός@nnmsc ἐγώ@rpg-s καί@cc ἀφίημι@vifa1s αὐτός@rpdms ἕως@pg ἑπτάκις@b 
Mat 18:22  λέγω@vipa3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp οὐ@b λέγω@vipa1s σύ@rpd-s ἕως@pg ἑπτάκις@b ἀλλά@cc ἕως@pg ἑβδομηκοντάκις@b ἑπτά@ac---n 
Mat 18:23  διά@pa οὗτος@rdans ὁμοιόω@viap3s ὁ@dnfs βασιλεία@nnfsc ὁ@dgmp οὐρανός@ngmpc ἄνθρωπος@ndmsc βασιλεύς@ndmsc ὅς@rrnms θέλω@viaa3s συναίρω@vnaa λόγος@namsc μετά@pg ὁ@dgmp δοῦλος@ngmpc αὐτός@rpgms 
Mat 18:24  ἄρχω@vpamgms δέ@cc αὐτός@rpgms συναίρω@vnpa προσφέρω@viap3s αὐτός@rpdms εἷς@acnmsn ὀφειλέτης@nnmsc μύριοι@acgnpn τάλαντον@ngnpc 
Mat 18:25  μή@x ἔχω@vppagms δέ@cc αὐτός@rpgms ἀποδίδωμι@vnaa κελεύω@viaa3s αὐτός@rpams ὁ@dnms κύριος@nnmsc πιπράσκω@vnap καί@cc ὁ@dafs γυνή@nafsc καί@cc ὁ@danp τέκνον@nanpc καί@cc πᾶς@aianpn ὅσος@rranp ἔχω@vipa3s καί@cc ἀποδίδωμι@vnap 
Mat 18:26  πίπτω@vpaanms οὖν@cc ὁ@dnms δοῦλος@nnmsc προσκυνέω@viia3s αὐτός@rpdms λέγω@vppanms μακροθυμέω@vdaa2s ἐπί@pd ἐγώ@rpd-s καί@cc πᾶς@aianpn ἀποδίδωμι@vifa1s σύ@rpd-s 
Mat 18:27  σπλαγχνίζομαι@vpapnms δέ@cc ὁ@dnms κύριος@nnmsc ὁ@dgms δοῦλος@ngmsc ἐκεῖνος@rdgms ἀπολύω@viaa3s αὐτός@rpams καί@cc ὁ@dans δάνειον@nansc ἀφίημι@viaa3s αὐτός@rpdms 
Mat 18:28  ἐξέρχομαι@vpaanms δέ@cc ὁ@dnms δοῦλος@nnmsc ἐκεῖνος@rdnms εὑρίσκω@viaa3s εἷς@acamsn ὁ@dgmp σύνδουλος@ngmpc αὐτός@rpgms ὅς@rrnms ὀφείλω@viia3s αὐτός@rpdms ἑκατόν@ac---n δηνάριον@nanpc καί@cc κρατέω@vpaanms αὐτός@rpams πνίγω@viia3s λέγω@vppanms ἀποδίδωμι@vdaa2s εἰ@cs τὶς@rians ὀφείλω@vipa2s 
Mat 18:29  πίπτω@vpaanms οὖν@cc ὁ@dnms σύνδουλος@nnmsc αὐτός@rpgms παρακαλέω@viia3s αὐτός@rpams λέγω@vppanms μακροθυμέω@vdaa2s ἐπί@pd ἐγώ@rpd-s καί@cc ἀποδίδωμι@vifa1s σύ@rpd-s 
Mat 18:30  ὁ@dnms δέ@cc οὐ@b θέλω@viia3s ἀλλά@cc ἀπέρχομαι@vpaanms βάλλω@viaa3s αὐτός@rpams εἰς@pa φυλακή@nafsc ἕως@cs ἀποδίδωμι@vsaa3s ὁ@dans ὀφείλω@vpppans 
Mat 18:31  ὁράω@vpaanmp οὖν@cc ὁ@dnmp σύνδουλος@nnmpc αὐτός@rpgms ὁ@danp γίνομαι@vpamanp λυπέω@viap3p σφόδρα@b καί@cc ἔρχομαι@vpaanmp διασαφέω@viaa3p ὁ@ddms κύριος@ndmsc ἑαυτοῦ@rxgmp πᾶς@aianpn ὁ@danp γίνομαι@vpamanp 
Mat 18:32  τότε@b προσκαλέομαι@vpamnms αὐτός@rpams ὁ@dnms κύριος@nnmsc αὐτός@rpgms λέγω@vipa3s αὐτός@rpdms δοῦλος@nvmsc πονηρός@anvmsn πᾶς@aiafsn ὁ@dafs ὀφειλή@nafsc ἐκεῖνος@rdafs ἀφίημι@viaa1s σύ@rpd-s ἐπεί@cs παρακαλέω@viaa2s ἐγώ@rpa-s 
Mat 18:33  οὐ@b δεῖ@viia3s καί@b σύ@rpa-s ἐλεέω@vnaa ὁ@dams σύνδουλος@namsc σύ@rpg-s ὡς@cs καί+ἐγώ@b&rpn-s σύ@rpa-s ἐλεέω@viaa1s 
Mat 18:34  καί@cc ὀργίζω@vpapnms ὁ@dnms κύριος@nnmsc αὐτός@rpgms παραδίδωμι@viaa3s αὐτός@rpams ὁ@ddmp βασανιστής@ndmpc ἕως@pg ὅς@rrgns ἀποδίδωμι@vsaa3s πᾶς@aiansn ὁ@dans ὀφείλω@vpppans 
Mat 18:35  οὕτως@b καί@b ὁ@dnms πατήρ@nnmsc ἐγώ@rpg-s ὁ@dnms οὐράνιος@annmsn ποιέω@vifa3s σύ@rpd-p ἐάν@cs μή@x ἀφίημι@vsaa2p ἕκαστος@ainmsn ὁ@ddms ἀδελφός@ndmsc αὐτός@rpgms ἀπό@pg ὁ@dgfp καρδία@ngfpc σύ@rpg-p 
Mat 19:1  καί@cc γίνομαι@viam3s ὅτε@cs τελέω@viaa3s ὁ@dnms Ἰησοῦς@nnmsp ὁ@damp λόγος@nampc οὗτος@rdamp μεταίρω@viaa3s ἀπό@pg ὁ@dgfs Γαλιλαία@ngfsp καί@cc ἔρχομαι@viaa3s εἰς@pa ὁ@danp ὅριον@nanpc ὁ@dgfs Ἰουδαία@ngfsp πέραν@pg ὁ@dgms Ἰορδάνης@ngmsp 
Mat 19:2  καί@cc ἀκολουθέω@viaa3p αὐτός@rpdms ὄχλος@nnmpc πολύς@annmpn καί@cc θεραπεύω@viaa3s αὐτός@rpamp ἐκεῖ@b 
Mat 19:3  καί@cc προσέρχομαι@viaa3p αὐτός@rpdms Φαρισαῖος@nnmpp πειράζω@vppanmp αὐτός@rpams καί@cc λέγω@vppanmp εἰ@x ἔξειμι@vipa3s ἄνθρωπος@ndmsc ἀπολύω@vnaa ὁ@dafs γυνή@nafsc αὐτός@rpgms κατά@pa πᾶς@aiafsn αἰτία@nafsc 
Mat 19:4  ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms λέγω@viaa3s οὐ@b ἀναγινώσκω@viaa2p ὅτι@cs ὁ@dnms κτίζω@vpaanms ἀπό@pg ἀρχή@ngfsc ἄρσην@anansn καί@cc θῆλυς@anansn ποιέω@viaa3s αὐτός@rpamp 
Mat 19:5  καί@cc λέγω@viaa3s ἕνεκα@pg οὗτος@rdgns καταλείπω@vifa3s ἄνθρωπος@nnmsc ὁ@dams πατήρ@namsc καί@cc ὁ@dafs μήτηρ@nafsc καί@cc κολλάω@vifp3s ὁ@ddfs γυνή@ndfsc αὐτός@rpgms καί@cc εἰμί@vifm3p ὁ@dnmp δύο@acnmpn εἰς@pa σάρξ@nafsc εἷς@acafsn 
Mat 19:6  ὥστε@cs οὐκέτι@b εἰμί@vipa3p δύο@acnmpn ἀλλά@cc σάρξ@nnfsc εἷς@acnfsn ὅς@rrans οὖν@cc ὁ@dnms θεός@nnmsc συζεύγνυμι@viaa3s ἄνθρωπος@nnmsc μή@x χωρίζω@vdpa3s 
Mat 19:7  λέγω@vipa3p αὐτός@rpdms τίς@rqans οὖν@cc Μωϋσῆς@nnmsp ἐντέλλομαι@viam3s δίδωμι@vnaa βιβλίον@nansc ἀποστάσιον@ngnsc καί@cc ἀπολύω@vnaa αὐτός@rpafs 
Mat 19:8  λέγω@vipa3s αὐτός@rpdmp ὅτι@cs Μωϋσῆς@nnmsp πρός@pa ὁ@dafs σκληροκαρδία@nafsc σύ@rpg-p ἐπιτρέπω@viaa3s σύ@rpd-p ἀπολύω@vnaa ὁ@dafp γυνή@nafpc σύ@rpg-p ἀπό@pg ἀρχή@ngfsc δέ@cc οὐ@b γίνομαι@vixa3s οὕτως@b 
Mat 19:9  λέγω@vipa1s δέ@cc σύ@rpd-p ὅτι@cs ὅς@rrnms ἄν@x ἀπολύω@vsaa3s ὁ@dafs γυνή@nafsc αὐτός@rpgms μή@x ἐπί@pd πορνεία@ndfsc καί@cc γαμέω@vsaa3s ἄλλος@aiafsn μοιχάομαι@vipp3s 
Mat 19:10  λέγω@vipa3p αὐτός@rpdms ὁ@dnmp μαθητής@nnmpc αὐτός@rpgms εἰ@cs οὕτως@b εἰμί@vipa3s ὁ@dnfs αἰτία@nnfsc ὁ@dgms ἄνθρωπος@ngmsc μετά@pg ὁ@dgfs γυνή@ngfsc οὐ@b συμφέρω@vipa3s γαμέω@vnaa 
Mat 19:11  ὁ@dnms δέ@cc λέγω@viaa3s αὐτός@rpdmp οὐ@b πᾶς@ainmpn χωρέω@vipa3p ὁ@dams λόγος@namsc οὗτος@rdams ἀλλά@cc ὅς@rrdmp δίδωμι@vixp3s 
Mat 19:12  εἰμί@vipa3p γάρ@cc εὐνοῦχος@nnmpc ὅστις@rrnmp ἐκ@pg κοιλία@ngfsc μήτηρ@ngfsc γεννάω@viap3p οὕτως@b καί@cc εἰμί@vipa3p εὐνοῦχος@nnmpc ὅστις@rrnmp εὐνουχίζω@viap3p ὑπό@pg ὁ@dgmp ἄνθρωπος@ngmpc καί@cc εἰμί@vipa3p εὐνοῦχος@nnmpc ὅστις@rrnmp εὐνουχίζω@viaa3p ἑαυτοῦ@rxamp διά@pa ὁ@dafs βασιλεία@nafsc ὁ@dgmp οὐρανός@ngmpc ὁ@dnms δύναμαι@vppmnms χωρέω@vnpa χωρέω@vdpa3s 
Mat 19:13  τότε@b προσφέρω@viap3p αὐτός@rpdms παιδίον@nnnpc ἵνα@cs ὁ@dafp χείρ@nafpc ἐπιτίθημι@vsaa3s αὐτός@rpdnp καί@cc προσεύχομαι@vsam3s ὁ@dnmp δέ@cc μαθητής@nnmpc ἐπιτιμάω@viaa3p αὐτός@rpdnp 
Mat 19:14  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp λέγω@viaa3s ἀφίημι@vdaa2p ὁ@danp παιδίον@nanpc καί@cc μή@x κωλύω@vdpa2p αὐτός@rpanp ἔρχομαι@vnaa πρός@pa ἐγώ@rpa-s ὁ@dgnp γάρ@cc τοιοῦτος@adgnpn εἰμί@vipa3s ὁ@dnfs βασιλεία@nnfsc ὁ@dgmp οὐρανός@ngmpc 
Mat 19:15  καί@cc ἐπιτίθημι@vpaanms ὁ@dafp χείρ@nafpc αὐτός@rpdnp πορεύομαι@viap3s ἐκεῖθεν@b 
Mat 19:16  καί@cc ἰδού@i εἷς@acnmsn προσέρχομαι@vpaanms αὐτός@rpdms λέγω@viaa3s διδάσκαλος@nvmsc τίς@rqans ἀγαθός@anansn ποιέω@vsaa1s ἵνα@cs ἔχω@vsaa1s ζωή@nafsc αἰώνιος@anafsn 
Mat 19:17  ὁ@dnms δέ@cc λέγω@viaa3s αὐτός@rpdms τίς@rqans ἐγώ@rpa-s ἐρωτάω@vipa2s περί@pg ὁ@dgns ἀγαθός@angnsn εἷς@acnmsn εἰμί@vipa3s ὁ@dnms ἀγαθός@annmsn εἰ@cs δέ@cc θέλω@vipa2s εἰς@pa ὁ@dafs ζωή@nafsc εἰσέρχομαι@vnaa τηρέω@vdaa2s ὁ@dafp ἐντολή@nafpc 
Mat 19:18  λέγω@vipa3s αὐτός@rpdms ποῖος@rqafp ὁ@dnms δέ@cc Ἰησοῦς@nnmsp λέγω@viaa3s ὁ@dans οὐ@b φονεύω@vifa2s οὐ@b μοιχεύω@vifa2s οὐ@b κλέπτω@vifa2s οὐ@b ψευδομαρτυρέω@vifa2s 
Mat 19:19  τιμάω@vdpa2s ὁ@dams πατήρ@namsc καί@cc ὁ@dafs μήτηρ@nafsc καί@cc ἀγαπάω@vifa2s ὁ@dams πλησίον@b σύ@rpg-s ὡς@cs σεαυτοῦ@rxams 
Mat 19:20  λέγω@vipa3s αὐτός@rpdms ὁ@dnms νεανίσκος@nnmsc πᾶς@aianpn οὗτος@rdanp φυλάσσω@viaa1s τίς@rqans ἔτι@b ὑστερέω@vipa1s 
Mat 19:21  φημί@viaa3s/viia3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp εἰ@cs θέλω@vipa2s τέλειος@annmsn εἰμί@vnpa ὑπάγω@vdpa2s πωλέω@vdaa2s σύ@rpg-s ὁ@danp ὑπάρχω@vppaanp καί@cc δίδωμι@vdaa2s ὁ@ddmp πτωχός@andmpn καί@cc ἔχω@vifa2s θησαυρός@namsc ἐν@pd οὐρανός@ndmpc καί@cc δεῦρο@b ἀκολουθέω@vdpa2s ἐγώ@rpd-s 
Mat 19:22  ἀκούω@vpaanms δέ@cc ὁ@dnms νεανίσκος@nnmsc ὁ@dams λόγος@namsc ἀπέρχομαι@viaa3s λυπέω@vpppnms εἰμί@viia3s γάρ@cc ἔχω@vppanms κτῆμα@nanpc πολύς@ananpn 
Mat 19:23  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp λέγω@viaa3s ὁ@ddmp μαθητής@ndmpc αὐτός@rpgms ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs πλούσιος@annmsn δυσκόλως@b εἰσέρχομαι@vifm3s εἰς@pa ὁ@dafs βασιλεία@nafsc ὁ@dgmp οὐρανός@ngmpc 
Mat 19:24  πάλιν@b δέ@cc λέγω@vipa1s σύ@rpd-p εὔκοπος@annnsc εἰμί@vipa3s κάμηλος@nafsc διά@pg τρύπημα@ngnsc ῥαφίς@ngfsc διέρχομαι@vnaa ἤ@cc πλούσιος@anamsn εἰσέρχομαι@vnaa εἰς@pa ὁ@dafs βασιλεία@nafsc ὁ@dgms θεός@ngmsc 
Mat 19:25  ἀκούω@vpaanmp δέ@cc ὁ@dnmp μαθητής@nnmpc ἐκπλήσσω@viip3p σφόδρα@b λέγω@vppanmp τίς@rqnms ἄρα@x δύναμαι@vipm3s σῴζω@vnap 
Mat 19:26  ἐμβλέπω@vpaanms δέ@cc ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s αὐτός@rpdmp παρά@pd ἄνθρωπος@ndmpc οὗτος@rdnns ἀδύνατος@annnsn εἰμί@vipa3s παρά@pd δέ@cc θεός@ndmsc πᾶς@ainnpn δυνατός@annnpn 
Mat 19:27  τότε@b ἀποκρίνομαι@vpapnms ὁ@dnms Πέτρος@nnmsp λέγω@viaa3s αὐτός@rpdms ἰδού@i ἐγώ@rpn-p ἀφίημι@viaa1p πᾶς@aianpn καί@cc ἀκολουθέω@viaa1p σύ@rpd-s τίς@rqnns ἄρα@x εἰμί@vifm3s ἐγώ@rpd-p 
Mat 19:28  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp λέγω@viaa3s αὐτός@rpdmp ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs σύ@rpn-p ὁ@dnmp ἀκολουθέω@vpaanmp ἐγώ@rpd-s ἐν@pd ὁ@ddfs παλιγγενεσία@ndfsc ὅταν@cs καθίζω@vsaa3s ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc ἐπί@pg θρόνος@ngmsc δόξα@ngfsc αὐτός@rpgms κάθημαι@vifm2p καί@b σύ@rpn-p ἐπί@pa δώδεκα@ac---n θρόνος@nampc κρίνω@vppanmp ὁ@dafp δώδεκα@ac---n φυλή@nafpc ὁ@dgms Ἰσραήλ@ngmsp 
Mat 19:29  καί@cc πᾶς@ainmsn ὅστις@rrnms ἀφίημι@viaa3s οἰκία@nafpc ἤ@cc ἀδελφός@nampc ἤ@cc ἀδελφή@nafpc ἤ@cc πατήρ@namsc ἤ@cc μήτηρ@nafsc ἤ@cc τέκνον@nanpc ἤ@cc ἀγρός@nampc ἕνεκα@pg ὁ@dgns ὄνομα@ngnsc ἐγώ@rpg-s ἑκατονταπλασίων@ananpn λαμβάνω@vifm3s καί@cc ζωή@nafsc αἰώνιος@anafsn κληρονομέω@vifa3s 
Mat 19:30  πολύς@annmpn δέ@cc εἰμί@vifm3p πρῶτος@aonmpn ἔσχατος@annmpn καί@cc ἔσχατος@annmpn πρῶτος@aonmpn 
Mat 20:1  ὅμοιος@annfsn γάρ@cc εἰμί@vipa3s ὁ@dnfs βασιλεία@nnfsc ὁ@dgmp οὐρανός@ngmpc ἄνθρωπος@ndmsc οἰκοδεσπότης@ndmsc ὅστις@rrnms ἐξέρχομαι@viaa3s ἅμα@pd πρωΐ@b μισθόω@vnam ἐργάτης@nampc εἰς@pa ὁ@dams ἀμπελών@namsc αὐτός@rpgms 
Mat 20:2  συμφωνέω@vpaanms δέ@cc μετά@pg ὁ@dgmp ἐργάτης@ngmpc ἐκ@pg δηνάριον@ngnsc ὁ@dafs ἡμέρα@nafsc ἀποστέλλω@viaa3s αὐτός@rpamp εἰς@pa ὁ@dams ἀμπελών@namsc αὐτός@rpgms 
Mat 20:3  καί@cc ἐξέρχομαι@vpaanms περί@pa τρίτος@aoafsn ὥρα@nafsc ὁράω@viaa3s ἄλλος@aiampn ἵστημι@vpxaamp ἐν@pd ὁ@ddfs ἀγορά@ndfsc ἀργός@anampn 
Mat 20:4  καί@cc ἐκεῖνος@rddmp λέγω@viaa3s ὑπάγω@vdpa2p καί@b σύ@rpn-p εἰς@pa ὁ@dams ἀμπελών@namsc καί@cc ὅς@rrnns ἐάν@x εἰμί@vspa3s δίκαιος@annnsn δίδωμι@vifa1s σύ@rpd-p 
Mat 20:5  ὁ@dnmp δέ@cc ἀπέρχομαι@viaa3p πάλιν@b δέ@cc ἐξέρχομαι@vpaanms περί@pa ἕκτος@aoafsn καί@cc ἔνατος@aoafsn ὥρα@nafsc ποιέω@viaa3s ὡσαύτως@b 
Mat 20:6  περί@pa δέ@cc ὁ@dafs ἑνδέκατος@aoafsn ἐξέρχομαι@vpaanms εὑρίσκω@viaa3s ἄλλος@aiampn ἵστημι@vpxaamp καί@cc λέγω@vipa3s αὐτός@rpdmp τίς@rqans ὧδε@b ἵστημι@vixa2p ὅλος@anafsn ὁ@dafs ἡμέρα@nafsc ἀργός@annmpn 
Mat 20:7  λέγω@vipa3p αὐτός@rpdms ὅτι@cs οὐδείς@rinms ἐγώ@rpa-p μισθόω@viam3s λέγω@vipa3s αὐτός@rpdmp ὑπάγω@vdpa2p καί@b σύ@rpn-p εἰς@pa ὁ@dams ἀμπελών@namsc 
Mat 20:8  ὀψία@ngfsc δέ@cc γίνομαι@vpamgfs λέγω@vipa3s ὁ@dnms κύριος@nnmsc ὁ@dgms ἀμπελών@ngmsc ὁ@ddms ἐπίτροπος@ndmsc αὐτός@rpgms καλέω@vdaa2s ὁ@damp ἐργάτης@nampc καί@cc ἀποδίδωμι@vdaa2s αὐτός@rpdmp ὁ@dams μισθός@namsc ἄρχω@vpamnms ἀπό@pg ὁ@dgmp ἔσχατος@angmpn ἕως@pg ὁ@dgmp πρῶτος@aogmpn 
Mat 20:9  καί@cc ἔρχομαι@vpaanmp ὁ@dnmp περί@pa ὁ@dafs ἑνδέκατος@aoafsn ὥρα@nafsc λαμβάνω@viaa3p ἀνά@pa δηνάριον@nansc 
Mat 20:10  καί@cc ἔρχομαι@vpaanmp ὁ@dnmp πρῶτος@aonmpn νομίζω@viaa3p ὅτι@cs πολύς@anansc λαμβάνω@vifm3p καί@cc λαμβάνω@viaa3p ὁ@dans ἀνά@pa δηνάριον@nansc καί@b αὐτός@rtnmp 
Mat 20:11  λαμβάνω@vpaanmp δέ@cc γογγύζω@viia3p κατά@pg ὁ@dgms οἰκοδεσπότης@ngmsc 
Mat 20:12  λέγω@vppanmp οὗτος@rdnmp ὁ@dnmp ἔσχατος@annmpn εἷς@acafsn ὥρα@nafsc ποιέω@viaa3p καί@cc ἴσος@anampn ἐγώ@rpd-p αὐτός@rpamp ποιέω@viaa2s ὁ@ddmp βαστάζω@vpaadmp ὁ@dans βάρος@nansc ὁ@dgfs ἡμέρα@ngfsc καί@cc ὁ@dams καύσων@namsc 
Mat 20:13  ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms εἷς@acdmsn αὐτός@rpgmp λέγω@viaa3s ἑταῖρος@nvmsc οὐ@b ἀδικέω@vipa1s σύ@rpa-s οὐχί@b δηνάριον@ngnsc συμφωνέω@viaa2s ἐγώ@rpd-s 
Mat 20:14  αἴρω@vdaa2s ὁ@dans σός@asansn καί@cc ὑπάγω@vdpa2s θέλω@vipa1s δέ@cc οὗτος@rddms ὁ@ddms ἔσχατος@andmsn δίδωμι@vnaa ὡς@cs καί@b σύ@rpd-s 
Mat 20:15  ἤ@cc οὐ@b ἔξειμι@vipa3s ἐγώ@rpd-s ὅς@rrans θέλω@vipa1s ποιέω@vnaa ἐν@pd ὁ@ddnp ἐμός@asdnpn ἤ@cc ὁ@dnms ὀφθαλμός@nnmsc σύ@rpg-s πονηρός@annmsn εἰμί@vipa3s ὅτι@cs ἐγώ@rpn-s ἀγαθός@annmsn εἰμί@vipa1s 
Mat 20:16  οὕτως@b εἰμί@vifm3p ὁ@dnmp ἔσχατος@annmpn πρῶτος@aonmpn καί@cc ὁ@dnmp πρῶτος@aonmpn ἔσχατος@annmpn 
