Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Mar 12:20  ἑπτά@ac---n ἀδελφός@nnmpc εἰμί@viia3p καί@cc ὁ@dnms πρῶτος@aonmsn λαμβάνω@viaa3s γυνή@nafsc καί@cc ἀποθνῄσκω@vppanms οὐ@b ἀφίημι@viaa3s σπέρμα@nansc 
Mar 12:21  καί@cc ὁ@dnms δεύτερος@aonmsn λαμβάνω@viaa3s αὐτός@rpafs καί@cc ἀποθνῄσκω@viaa3s μή@x καταλείπω@vpaanms σπέρμα@nansc καί@cc ὁ@dnms τρίτος@aonmsn ὡσαύτως@b 
Mar 12:22  καί@cc ὁ@dnmp ἑπτά@ac---n οὐ@b ἀφίημι@viaa3p σπέρμα@nansc ἔσχατος@b πᾶς@aignpn καί@b ὁ@dnfs γυνή@nnfsc ἀποθνῄσκω@viaa3s 
Mar 12:23  ἐν@pd ὁ@ddfs ἀνάστασις@ndfsc ὅταν@cs ἀνίστημι@vsaa3p τίς@rqgms αὐτός@rpgmp εἰμί@vifm3s γυνή@nnfsc ὁ@dnmp γάρ@cc ἑπτά@ac---n ἔχω@viaa3p αὐτός@rpafs γυνή@nafsc 
Mar 12:24  φημί@viaa3s/viia3s αὐτός@rpdmp ὁ@dnms Ἰησοῦς@nnmsp οὐ@b διά@pa οὗτος@rdans πλανάω@vipp2p μή@x οἶδα@vpxanmp ὁ@dafp γραφή@nafpc μηδέ@x ὁ@dafs δύναμις@nafsc ὁ@dgms θεός@ngmsc 
Mar 12:25  ὅταν@cs γάρ@cc ἐκ@pg νεκρός@angmpn ἀνίστημι@vsaa3p οὔτε@cc γαμέω@vipa3p οὔτε@cc γαμίζω@vipp3p ἀλλά@cc εἰμί@vipa3p ὡς@cs ἄγγελος@nnmpc ἐν@pd ὁ@ddmp οὐρανός@ndmpc 
Mar 12:26  περί@pg δέ@cc ὁ@dgmp νεκρός@angmpn ὅτι@cs ἐγείρω@vipp3p οὐ@b ἀναγινώσκω@viaa2p ἐν@pd ὁ@ddfs βίβλος@ndfsc Μωϋσῆς@ngmsp ἐπί@pg ὁ@dgms βάτος@ngmsc πῶς@b λέγω@viaa3s αὐτός@rpdms ὁ@dnms θεός@nnmsc λέγω@vppanms ἐγώ@rpn-s ὁ@dnms θεός@nnmsc Ἀβραάμ@ngmsp καί@cc ὁ@dnms θεός@nnmsc Ἰσαάκ@ngmsp καί@cc ὁ@dnms θεός@nnmsc Ἰακώβ@ngmsp 
Mar 12:27  οὐ@b εἰμί@vipa3s θεός@nnmsc νεκρός@angmpn ἀλλά@cc ζάω@vppagmp πολύς@anansn πλανάω@vipp2p 
Mar 12:28  καί@cc προσέρχομαι@vpaanms εἷς@acnmsn ὁ@dgmp γραμματεύς@ngmpc ἀκούω@vpaanms αὐτός@rpgmp συζητέω@vppagmp ὁράω@vpaanms ὅτι@cs καλῶς@b ἀποκρίνομαι@viap3s αὐτός@rpdmp ἐπερωτάω@viaa3s αὐτός@rpams ποῖος@aqnfsn εἰμί@vipa3s ἐντολή@nnfsc πρῶτος@aonfsn πᾶς@aignpn 
Mar 12:29  ἀποκρίνομαι@viap3s ὁ@dnms Ἰησοῦς@nnmsp ὅτι@cs πρῶτος@aonfsn εἰμί@vipa3s ἀκούω@vdpa2s Ἰσραήλ@nvmsp κύριος@nnmsc ὁ@dnms θεός@nnmsc ἐγώ@rpg-p κύριος@nnmsc εἷς@acnmsn εἰμί@vipa3s 
Mar 12:30  καί@cc ἀγαπάω@vifa2s κύριος@namsc ὁ@dams θεός@namsc σύ@rpg-s ἐκ@pg ὅλος@angfsn ὁ@dgfs καρδία@ngfsc σύ@rpg-s καί@cc ἐκ@pg ὅλος@angfsn ὁ@dgfs ψυχή@ngfsc σύ@rpg-s καί@cc ἐκ@pg ὅλος@angfsn ὁ@dgfs διάνοια@ngfsc σύ@rpg-s καί@cc ἐκ@pg ὅλος@angfsn ὁ@dgfs ἰσχύς@ngfsc σύ@rpg-s 
Mar 12:31  δεύτερος@aonfsn οὗτος@rdnfs ἀγαπάω@vifa2s ὁ@dams πλησίον@b σύ@rpg-s ὡς@cs σεαυτοῦ@rxams μέγας@annfsc οὗτος@rdgfp ἄλλος@ainfsn ἐντολή@nnfsc οὐ@b εἰμί@vipa3s 
Mar 12:32  καί@cc λέγω@viaa3s αὐτός@rpdms ὁ@dnms γραμματεύς@nnmsc καλῶς@b διδάσκαλος@nvmsc ἐπί@pg ἀλήθεια@ngfsc λέγω@viaa2s ὅτι@cs εἷς@acnmsn εἰμί@vipa3s καί@cc οὐ@b εἰμί@vipa3s ἄλλος@ainmsn πλήν@pg αὐτός@rpgms 
Mar 12:33  καί@cc ὁ@dnns ἀγαπάω@vnpa αὐτός@rpams ἐκ@pg ὅλος@angfsn ὁ@dgfs καρδία@ngfsc καί@cc ἐκ@pg ὅλος@angfsn ὁ@dgfs σύνεσις@ngfsc καί@cc ἐκ@pg ὅλος@angfsn ὁ@dgfs ἰσχύς@ngfsc καί@cc ὁ@dnns ἀγαπάω@vnpa ὁ@dams πλησίον@b ὡς@cs ἑαυτοῦ@rxams περισσός@annnsc εἰμί@vipa3s πᾶς@aignpn ὁ@dgnp ὁλοκαύτωμα@ngnpc καί@cc θυσία@ngfpc 
Mar 12:34  καί@cc ὁ@dnms Ἰησοῦς@nnmsp ὁράω@vpaanms αὐτός@rpams ὅτι@cs νουνεχῶς@b ἀποκρίνομαι@viap3s λέγω@viaa3s αὐτός@rpdms οὐ@b μακράν@b εἰμί@vipa2s ἀπό@pg ὁ@dgfs βασιλεία@ngfsc ὁ@dgms θεός@ngmsc καί@cc οὐδείς@rinms οὐκέτι@b τολμάω@viia3s αὐτός@rpams ἐπερωτάω@vnaa 
Mar 12:35  καί@cc ἀποκρίνομαι@vpapnms ὁ@dnms Ἰησοῦς@nnmsp λέγω@viia3s διδάσκω@vppanms ἐν@pd ὁ@ddns ἱερόν@ndnsc πῶς@b λέγω@vipa3p ὁ@dnmp γραμματεύς@nnmpc ὅτι@cs ὁ@dnms Χριστός@nnmsp υἱός@nnmsc Δαυίδ@ngmsp εἰμί@vipa3s 
Mar 12:36  αὐτός@rtnms Δαυίδ@nnmsp λέγω@viaa3s ἐν@pd ὁ@ddns πνεῦμα@ndnsc ὁ@ddns ἅγιος@andnsn λέγω@viaa3s κύριος@nnmsc ὁ@ddms κύριος@ndmsc ἐγώ@rpg-s κάθημαι@vdpm2s ἐκ@pg δεξιός@angnpn ἐγώ@rpg-s ἕως@cs ἄν@x τίθημι@vsaa1s ὁ@damp ἐχθρός@anampn σύ@rpg-s ὑποκάτω@pg ὁ@dgmp πούς@ngmpc σύ@rpg-s 
Mar 12:37  αὐτός@rtnms Δαυίδ@nnmsp λέγω@vipa3s αὐτός@rpams κύριος@namsc καί@cc πόθεν@b αὐτός@rpgms εἰμί@vipa3s υἱός@nnmsc καί@cc ὁ@dnms πολύς@annmsn ὄχλος@nnmsc ἀκούω@viia3s αὐτός@rpgms ἡδέως@b 
Mar 12:38  καί@cc ἐν@pd ὁ@ddfs διδαχή@ndfsc αὐτός@rpgms λέγω@viia3s βλέπω@vdpa2p ἀπό@pg ὁ@dgmp γραμματεύς@ngmpc ὁ@dgmp θέλω@vppagmp ἐν@pd στολή@ndfpc περιπατέω@vnpa καί@cc ἀσπασμός@nampc ἐν@pd ὁ@ddfp ἀγορά@ndfpc 
Mar 12:39  καί@cc πρωτοκαθεδρία@nafpc ἐν@pd ὁ@ddfp συναγωγή@ndfpc καί@cc πρωτοκλισία@nafpc ἐν@pd ὁ@ddnp δεῖπνον@ndnpc 
Mar 12:40  ὁ@dnmp κατεσθίω@vppanmp ὁ@dafp οἰκία@nafpc ὁ@dgfp χήρα@ngfpc καί@cc πρόφασις@ndfsc μακρός@b/ananpn προσεύχομαι@vppmnmp οὗτος@rdnmp λαμβάνω@vifm3p περισσός@anansc κρίμα@nansc 
Mar 12:41  καί@cc καθίζω@vpaanms κατέναντι@pg ὁ@dgns γαζοφυλάκιον@ngnsc θεωρέω@viia3s πῶς@b ὁ@dnms ὄχλος@nnmsc βάλλω@vipa3s χαλκός@namsc εἰς@pa ὁ@dans γαζοφυλάκιον@nansc καί@cc πολύς@annmpn πλούσιος@annmpn βάλλω@viia3p πολύς@ananpn 
Mar 12:42  καί@cc ἔρχομαι@vpaanfs εἷς@acnfsn χήρα@nnfsc πτωχός@annfsn βάλλω@viaa3s λεπτός@ananpn δύο@acanpn ὅς@rrnns εἰμί@vipa3s κοδράντης@nnmsc 
Mar 12:43  καί@cc προσκαλέομαι@vpamnms ὁ@damp μαθητής@nampc αὐτός@rpgms λέγω@viaa3s αὐτός@rpdmp ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs ὁ@dnfs χήρα@nnfsc οὗτος@rdnfs ὁ@dnfs πτωχός@annfsn πολύς@anansc πᾶς@aigmpn βάλλω@viaa3s ὁ@dgmp βάλλω@vppagmp εἰς@pa ὁ@dans γαζοφυλάκιον@nansc 
Mar 12:44  πᾶς@ainmpn γάρ@cc ἐκ@pg ὁ@dgns περισσεύω@vppagns αὐτός@rpdmp βάλλω@viaa3p οὗτος@rdnfs δέ@cc ἐκ@pg ὁ@dgfs ὑστέρησις@ngfsc αὐτός@rpgfs πᾶς@aianpn ὅσος@rranp ἔχω@viia3s βάλλω@viaa3s ὅλος@anamsn ὁ@dams βίος@namsc αὐτός@rpgfs 
Mar 13:1  καί@cc ἐκπορεύομαι@vppmgms αὐτός@rpgms ἐκ@pg ὁ@dgns ἱερόν@ngnsc λέγω@vipa3s αὐτός@rpdms εἷς@acnmsn ὁ@dgmp μαθητής@ngmpc αὐτός@rpgms διδάσκαλος@nvmsc ὁράω@i ποταπός@aqnmpn λίθος@nnmpc καί@cc ποταπός@aqnfpn οἰκοδομή@nnfpc 
Mar 13:2  καί@cc ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s αὐτός@rpdms βλέπω@vipa2s οὗτος@rdafp ὁ@dafp μέγας@anafpn οἰκοδομή@nafpc οὐ@b μή@x ἀφίημι@vsap3s ὧδε@b λίθος@nnmsc ἐπί@pa λίθος@namsc ὅς@rrnms οὐ@b μή@x καταλύω@vsap3s 
Mar 13:3  καί@cc κάθημαι@vppmgms αὐτός@rpgms εἰς@pa ὁ@dans ὄρος@nansc ὁ@dgfp ἐλαία@ngfpc κατέναντι@pg ὁ@dgns ἱερόν@ngnsc ἐπερωτάω@viia3s αὐτός@rpams κατά@pa ἴδιος@anafsn Πέτρος@nnmsp καί@cc Ἰάκωβος@nnmsp καί@cc Ἰωάννης@nnmsp καί@cc Ἀνδρέας@nnmsp 
Mar 13:4  λέγω@vdaa2s ἐγώ@rpd-p πότε@b οὗτος@rdnnp εἰμί@vifm3s καί@cc τίς@rqnns ὁ@dnns σημεῖον@nnnsc ὅταν@cs μέλλω@vspa3s οὗτος@rdnnp συντελέω@vnpp πᾶς@ainnpn 
Mar 13:5  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp ἄρχω@viam3s λέγω@vnpa αὐτός@rpdmp βλέπω@vdpa2p μή@x τὶς@rinms σύ@rpa-p πλανάω@vsaa3s 
Mar 13:6  πολύς@annmpn ἔρχομαι@vifm3p ἐπί@pd ὁ@ddns ὄνομα@ndnsc ἐγώ@rpg-s λέγω@vppanmp ὅτι@cs ἐγώ@rpn-s εἰμί@vipa1s καί@cc πολύς@anampn πλανάω@vifa3p 
Mar 13:7  ὅταν@cs δέ@cc ἀκούω@vsaa2p πόλεμος@nampc καί@cc ἀκοή@nafpc πόλεμος@ngmpc μή@x θροέω@vdpp2p δεῖ@vipa3s γίνομαι@vnam ἀλλά@cc οὔπω@b ὁ@dnns τέλος@nnnsc 
Mar 13:8  ἐγείρω@vifp3s γάρ@cc ἔθνος@nnnsc ἐπί@pa ἔθνος@nansc καί@cc βασιλεία@nnfsc ἐπί@pa βασιλεία@nafsc εἰμί@vifm3p σεισμός@nnmpc κατά@pa τόπος@nampc εἰμί@vifm3p λιμός@nnfpc/nnmpc ἀρχή@nnfsc ὠδίν@ngfpc οὗτος@rdnnp 
Mar 13:9  βλέπω@vdpa2p δέ@cc σύ@rpn-p ἑαυτοῦ@rxamp παραδίδωμι@vifa3p σύ@rpa-p εἰς@pa συνέδριον@nanpc καί@cc εἰς@pa συναγωγή@nafpc δέρω@vifp2p καί@cc ἐπί@pg ἡγεμών@ngmpc καί@cc βασιλεύς@ngmpc ἵστημι@vifp2p ἕνεκα@pg ἐγώ@rpg-s εἰς@pa μαρτύριον@nansc αὐτός@rpdmp 
Mar 13:10  καί@cc εἰς@pa πᾶς@aianpn ὁ@danp ἔθνος@nanpc πρῶτος@b δεῖ@vipa3s κηρύσσω@vnap ὁ@dans εὐαγγέλιον@nansc 
Mar 13:11  καί@cc ὅταν@cs ἄγω@vspa3p σύ@rpa-p παραδίδωμι@vppanmp μή@x προμεριμνάω@vdpa2p τίς@rqans λαλέω@vsaa2p ἀλλά@cc ὅς@rrnns ἐάν@x δίδωμι@vsap3s σύ@rpd-p ἐν@pd ἐκεῖνος@rddfs ὁ@ddfs ὥρα@ndfsc οὗτος@rdans λαλέω@vdpa2p οὐ@b γάρ@cc εἰμί@vipa2p σύ@rpn-p ὁ@dnmp λαλέω@vppanmp ἀλλά@cc ὁ@dnns πνεῦμα@nnnsc ὁ@dnns ἅγιος@annnsn 
Mar 13:12  καί@cc παραδίδωμι@vifa3s ἀδελφός@nnmsc ἀδελφός@namsc εἰς@pa θάνατος@namsc καί@cc πατήρ@nnmsc τέκνον@nansc καί@cc ἐπανίστημι@vifm3p τέκνον@nnnpc ἐπί@pa γονεύς@nampc καί@cc θανατόω@vifa3p αὐτός@rpamp 
Mar 13:13  καί@cc εἰμί@vifm2p μισέω@vpppnmp ὑπό@pg πᾶς@aigmpn διά@pa ὁ@dans ὄνομα@nansc ἐγώ@rpg-s ὁ@dnms δέ@cc ὑπομένω@vpaanms εἰς@pa τέλος@nansc οὗτος@rdnms σῴζω@vifp3s 
Mar 13:14  ὅταν@cs δέ@cc ὁράω@vsaa2p ὁ@dans βδέλυγμα@nansc ὁ@dgfs ἐρήμωσις@ngfsc ἵστημι@vpxaams ὅπου@cs οὐ@b δεῖ@vipa3s ὁ@dnms ἀναγινώσκω@vppanms νοέω@vdpa3s τότε@b ὁ@dnmp ἐν@pd ὁ@ddfs Ἰουδαία@ndfsp φεύγω@vdpa3p εἰς@pa ὁ@danp ὄρος@nanpc 
Mar 13:15  ὁ@dnms δέ@cc ἐπί@pg ὁ@dgns δῶμα@ngnsc μή@x καταβαίνω@vdaa3s μηδέ@x εἰσέρχομαι@vdaa3s αἴρω@vnaa τὶς@rians ἐκ@pg ὁ@dgfs οἰκία@ngfsc αὐτός@rpgms 
Mar 13:16  καί@cc ὁ@dnms εἰς@pa ὁ@dams ἀγρός@namsc μή@x ἐπιστρέφω@vdaa3s εἰς@pa ὁ@danp ὀπίσω@b αἴρω@vnaa ὁ@dans ἱμάτιον@nansc αὐτός@rpgms 
Mar 13:17  οὐαί@i δέ@cc ὁ@ddfp ἐν@pd γαστήρ@ndfsc ἔχω@vppadfp καί@cc ὁ@ddfp θηλάζω@vppadfp ἐν@pd ἐκεῖνος@rddfp ὁ@ddfp ἡμέρα@ndfpc 
Mar 13:18  προσεύχομαι@vdpm2p δέ@cc ἵνα@cs μή@x γίνομαι@vsam3s χειμών@ngmsc 
Mar 13:19  εἰμί@vifm3p γάρ@cc ὁ@dnfp ἡμέρα@nnfpc ἐκεῖνος@rdnfp θλῖψις@nnfsc οἷος@rrnfs οὐ@b γίνομαι@vixa3s τοιοῦτος@adnfsn ἀπό@pg ἀρχή@ngfsc κτίσις@ngfsc ὅς@rrafs κτίζω@viaa3s ὁ@dnms θεός@nnmsc ἕως@pg ὁ@dgms νῦν@b καί@cc οὐ@b μή@x γίνομαι@vsam3s 
Mar 13:20  καί@cc εἰ@cs μή@x κολοβόω@viaa3s κύριος@nnmsc ὁ@dafp ἡμέρα@nafpc οὐ@b ἄν@x σῴζω@viap3s πᾶς@ainfsn σάρξ@nnfsc ἀλλά@cc διά@pa ὁ@damp ἐκλεκτός@anampn ὅς@rramp ἐκλέγω@viam3s κολοβόω@viaa3s ὁ@dafp ἡμέρα@nafpc 
Mar 13:21  καί@cc τότε@b ἐάν@cs τὶς@rinms σύ@rpd-p λέγω@vsaa3s ὁράω@i ὧδε@b ὁ@dnms Χριστός@nnmsp ὁράω@i ἐκεῖ@b μή@x πιστεύω@vdpa2p 
Mar 13:22  ἐγείρω@vifp3p γάρ@cc ψευδόχριστος@nnmpc καί@cc ψευδοπροφήτης@nnmpc καί@cc δίδωμι@vifa3p σημεῖον@nanpc καί@cc τέρας@nanpc πρός@pa ὁ@dans ἀποπλανάω@vnpa εἰ@cs δυνατός@annnsn ὁ@damp ἐκλεκτός@anampn 
Mar 13:23  σύ@rpn-p δέ@cc βλέπω@vdpa2p προλέγω@vixa1s σύ@rpd-p πᾶς@aianpn 
Mar 13:24  ἀλλά@cc ἐν@pd ἐκεῖνος@rddfp ὁ@ddfp ἡμέρα@ndfpc μετά@pa ὁ@dafs θλῖψις@nafsc ἐκεῖνος@rdafs ὁ@dnms ἥλιος@nnmsc σκοτίζω@vifp3s καί@cc ὁ@dnfs σελήνη@nnfsc οὐ@b δίδωμι@vifa3s ὁ@dans φέγγος@nansc αὐτός@rpgfs 
Mar 13:25  καί@cc ὁ@dnmp ἀστήρ@nnmpc εἰμί@vifm3p ἐκ@pg ὁ@dgms οὐρανός@ngmsc πίπτω@vppanmp καί@cc ὁ@dnfp δύναμις@nnfpc ὁ@dnfp ἐν@pd ὁ@ddmp οὐρανός@ndmpc σαλεύω@vifp3p 
Mar 13:26  καί@cc τότε@b ὁράω@vifm3p ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc ἔρχομαι@vppmams ἐν@pd νεφέλη@ndfpc μετά@pg δύναμις@ngfsc πολύς@angfsn καί@cc δόξα@ngfsc 
Mar 13:27  καί@cc τότε@b ἀποστέλλω@vifa3s ὁ@damp ἄγγελος@nampc καί@cc ἐπισυνάγω@vifa3s ὁ@damp ἐκλεκτός@anampn αὐτός@rpgms ἐκ@pg ὁ@dgmp τέσσαρες@acgmpn ἄνεμος@ngmpc ἀπό@pg ἄκρον@ngnsc γῆ@ngfsc ἕως@pg ἄκρον@ngnsc οὐρανός@ngmsc 
Mar 13:28  ἀπό@pg δέ@cc ὁ@dgfs συκῆ@ngfsc μανθάνω@vdaa2p ὁ@dafs παραβολή@nafsc ὅταν@cs ἤδη@b ὁ@dnms κλάδος@nnmsc αὐτός@rpgfs ἁπαλός@annmsn γίνομαι@vsam3s καί@cc ἐκφύω@vspa3s ὁ@danp φύλλον@nanpc γινώσκω@vipa2p ὅτι@cs ἐγγύς@b ὁ@dnns θέρος@nnnsc εἰμί@vipa3s 
Mar 13:29  οὕτως@b καί@b σύ@rpn-p ὅταν@cs ὁράω@vsaa2p οὗτος@rdanp γίνομαι@vppmanp γινώσκω@vipa2p/vdpa2p ὅτι@cs ἐγγύς@b εἰμί@vipa3s ἐπί@pd θύρα@ndfpc 
Mar 13:30  ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs οὐ@b μή@x παρέρχομαι@vsaa3s ὁ@dnfs γενεά@nnfsc οὗτος@rdnfs μέχρι@pg ὅς@rrgns οὗτος@rdnnp πᾶς@ainnpn γίνομαι@vsam3s 
Mar 13:31  ὁ@dnms οὐρανός@nnmsc καί@cc ὁ@dnfs γῆ@nnfsc παρέρχομαι@vifm3p ὁ@dnmp δέ@cc λόγος@nnmpc ἐγώ@rpg-s οὐ@b μή@x παρέρχομαι@vifm3p 
Mar 13:32  περί@pg δέ@cc ὁ@dgfs ἡμέρα@ngfsc ἐκεῖνος@rdgfs ἤ@cc ὁ@dgfs ὥρα@ngfsc οὐδείς@rinms οἶδα@vixa3s οὐδέ@cc ὁ@dnmp ἄγγελος@nnmpc ἐν@pd οὐρανός@ndmsc οὐδέ@cc ὁ@dnms υἱός@nnmsc εἰ@cs μή@x ὁ@dnms πατήρ@nnmsc 
Mar 13:33  βλέπω@vdpa2p ἀγρυπνέω@vdpa2p οὐ@b οἶδα@vixa2p γάρ@cc πότε@b ὁ@dnms καιρός@nnmsc εἰμί@vipa3s 
Mar 13:34  ὡς@cs ἄνθρωπος@nnmsc ἀπόδημος@annmsn ἀφίημι@vpaanms ὁ@dafs οἰκία@nafsc αὐτός@rpgms καί@cc δίδωμι@vpaanms ὁ@ddmp δοῦλος@ndmpc αὐτός@rpgms ὁ@dafs ἐξουσία@nafsc ἕκαστος@aidmsn ὁ@dans ἔργον@nansc αὐτός@rpgms καί@cc ὁ@ddms θυρωρός@ndmsc ἐντέλλομαι@viam3s ἵνα@cs γρηγορέω@vspa3s 
Mar 13:35  γρηγορέω@vdpa2p οὖν@cc οὐ@b οἶδα@vixa2p γάρ@cc πότε@b ὁ@dnms κύριος@nnmsc ὁ@dgfs οἰκία@ngfsc ἔρχομαι@vipm3s ἤ@cc ὀψέ@b ἤ@cc μεσονύκτιον@nansc ἤ@cc ἀλεκτοροφωνία@ngfsc ἤ@cc πρωΐ@b 
Mar 13:36  μή@x ἔρχομαι@vpaanms ἐξαίφνης@b εὑρίσκω@vsaa3s σύ@rpa-p καθεύδω@vppaamp 
Mar 13:37  ὅς@rrans δέ@cc σύ@rpd-p λέγω@vipa1s πᾶς@aidmpn λέγω@vipa1s γρηγορέω@vdpa2p 
Mar 14:1  εἰμί@viia3s δέ@cc ὁ@dnns πάσχα@nnnsc καί@cc ὁ@dnnp ἄζυμος@annnpn μετά@pa δύο@acafpn ἡμέρα@nafpc καί@cc ζητέω@viia3p ὁ@dnmp ἀρχιερεύς@nnmpc καί@cc ὁ@dnmp γραμματεύς@nnmpc πῶς@b αὐτός@rpams ἐν@pd δόλος@ndmsc κρατέω@vpaanmp ἀποκτείνω@vsaa3p 
Mar 14:2  λέγω@viia3p γάρ@cc μή@x ἐν@pd ὁ@ddfs ἑορτή@ndfsc μήποτε@cs εἰμί@vifm3s θόρυβος@nnmsc ὁ@dgms λαός@ngmsc 
Mar 14:3  καί@cc εἰμί@vppagms αὐτός@rpgms ἐν@pd Βηθανία@ndfsp ἐν@pd ὁ@ddfs οἰκία@ndfsc Σίμων@ngmsp ὁ@dgms λεπρός@angmsn κατάκειμαι@vpppgms αὐτός@rpgms ἔρχομαι@viaa3s γυνή@nnfsc ἔχω@vppanfs ἀλάβαστρος@nafsc μύρον@ngnsc νάρδος@ngfsc πιστικός@angfsn πολυτελής@angfsn συντρίβω@vpaanfs ὁ@dafs ἀλάβαστρος@nafsc καταχέω@viaa3s αὐτός@rpgms ὁ@dgfs κεφαλή@ngfsc 
Mar 14:4  εἰμί@viia3p δέ@cc τὶς@rinmp ἀγανακτέω@vppanmp πρός@pa ἑαυτοῦ@rxamp εἰς@pa τίς@rqans ὁ@dnfs ἀπώλεια@nnfsc οὗτος@rdnfs ὁ@dgns μύρον@ngnsc γίνομαι@vixa3s 
Mar 14:5  δύναμαι@viim3s γάρ@cc οὗτος@rdnns ὁ@dnns μύρον@nnnsc πιπράσκω@vnap ἐπάνω@pg δηνάριον@ngnpc τριακόσιοι@acgnpn καί@cc δίδωμι@vnap ὁ@ddmp πτωχός@andmpn καί@cc ἐμβριμάομαι@viim3p αὐτός@rpdfs 
Mar 14:6  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp λέγω@viaa3s ἀφίημι@vdaa2p αὐτός@rpafs τίς@rqans αὐτός@rpdfs κόπος@nampc παρέχω@vipa2p καλός@anansn ἔργον@nansc ἐργάζομαι@viam3s ἐν@pd ἐγώ@rpd-s 
Mar 14:7  πάντοτε@b γάρ@cc ὁ@damp πτωχός@anampn ἔχω@vipa2p μετά@pg ἑαυτοῦ@rxgmp καί@cc ὅταν@cs θέλω@vspa2p δύναμαι@vipm2p αὐτός@rpdmp εὖ@b ποιέω@vnaa ἐγώ@rpa-s δέ@cc οὐ@b πάντοτε@b ἔχω@vipa2p 
Mar 14:8  ὅς@rrans ἔχω@viaa3s ποιέω@viaa3s προλαμβάνω@viaa3s μυρίζω@vnaa ὁ@dans σῶμα@nansc ἐγώ@rpg-s εἰς@pa ὁ@dams ἐνταφιασμός@namsc 
Mar 14:9  ἀμήν@t δέ@cc λέγω@vipa1s σύ@rpd-p ὅπου@cs ἐάν@x κηρύσσω@vsap3s ὁ@dnns εὐαγγέλιον@nnnsc εἰς@pa ὅλος@anamsn ὁ@dams κόσμος@namsc καί@b ὅς@rrans ποιέω@viaa3s οὗτος@rdnfs λαλέω@vifp3s εἰς@pa μνημόσυνον@nansc αὐτός@rpgfs 
Mar 14:10  καί@cc Ἰούδας@nnmsp Ἰσκαριώθ@nnmsp ὁ@dnms εἷς@acnmsn ὁ@dgmp δώδεκα@ac---n ἀπέρχομαι@viaa3s πρός@pa ὁ@damp ἀρχιερεύς@nampc ἵνα@cs αὐτός@rpams παραδίδωμι@vsaa3s αὐτός@rpdmp 
Mar 14:11  ὁ@dnmp δέ@cc ἀκούω@vpaanmp χαίρω@viap3p καί@cc ἐπαγγέλλομαι@viam3p αὐτός@rpdms ἀργύριον@nansc δίδωμι@vnaa καί@cc ζητέω@viia3s πῶς@b αὐτός@rpams εὐκαίρως@b παραδίδωμι@vsaa3s 
Mar 14:12  καί@cc ὁ@ddfs πρῶτος@aodfsn ἡμέρα@ndfsc ὁ@dgnp ἄζυμος@angnpn ὅτε@cs ὁ@dans πάσχα@nansc θύω@viia3p λέγω@vipa3p αὐτός@rpdms ὁ@dnmp μαθητής@nnmpc αὐτός@rpgms ποῦ@b θέλω@vipa2s ἀπέρχομαι@vpaanmp ἑτοιμάζω@vsaa1p ἵνα@cs ἐσθίω@vsaa2s ὁ@dans πάσχα@nansc 
Mar 14:13  καί@cc ἀποστέλλω@vipa3s δύο@acampn ὁ@dgmp μαθητής@ngmpc αὐτός@rpgms καί@cc λέγω@vipa3s αὐτός@rpdmp ὑπάγω@vdpa2p εἰς@pa ὁ@dafs πόλις@nafsc καί@cc ἀπαντάω@vifa3s σύ@rpd-p ἄνθρωπος@nnmsc κεράμιον@nansc ὕδωρ@ngnsc βαστάζω@vppanms ἀκολουθέω@vdaa2p αὐτός@rpdms 
Mar 14:14  καί@cc ὅπου@cs ἐάν@x εἰσέρχομαι@vsaa3s λέγω@vdaa2p ὁ@ddms οἰκοδεσπότης@ndmsc ὅτι@cs ὁ@dnms διδάσκαλος@nnmsc λέγω@vipa3s ποῦ@b εἰμί@vipa3s ὁ@dnns κατάλυμα@nnnsc ἐγώ@rpg-s ὅπου@cs ὁ@dans πάσχα@nansc μετά@pg ὁ@dgmp μαθητής@ngmpc ἐγώ@rpg-s ἐσθίω@vsaa1s 
Mar 14:15  καί@cc αὐτός@rtnms σύ@rpd-p δείκνυμι@vifa3s ἀνάγαιον@nansc μέγας@anansn στρωννύω@vpxpans ἕτοιμος@anansn καί@cc ἐκεῖ@b ἑτοιμάζω@vdaa2p ἐγώ@rpd-p 
Mar 14:16  καί@cc ἐξέρχομαι@viaa3p ὁ@dnmp μαθητής@nnmpc καί@cc ἔρχομαι@viaa3p εἰς@pa ὁ@dafs πόλις@nafsc καί@cc εὑρίσκω@viaa3p καθώς@cs λέγω@viaa3s αὐτός@rpdmp καί@cc ἑτοιμάζω@viaa3p ὁ@dans πάσχα@nansc 
Mar 14:17  καί@cc ὀψία@ngfsc γίνομαι@vpamgfs ἔρχομαι@vipm3s μετά@pg ὁ@dgmp δώδεκα@ac---n 
